,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
0,ACURA RDX,2.3,4,Auto-S5,4WD,Gasoline,SUV,7.0,17.0,22.0,19.0,5,no,ACURA RDX,3.5,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3,20.0,28.0,23.0,5,No
1,ACURA RDX,2.3,4,Auto-S5,4WD,Gasoline,SUV,7.0,17.0,22.0,19.0,5,no,ACURA RDX,3.5,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3,19.0,27.0,22.0,4,No
2,AUDI A3,2.0,4,Man-6,2WD,Gasoline,station wagon,7.0,21.0,29.0,24.0,7,yes,AUDI A3,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,24.0,31.0,27.0,6,No
3,AUDI A3,2.0,4,Man-6,2WD,Gasoline,station wagon,7.0,21.0,29.0,24.0,7,yes,AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,26.0,35.0,29.0,6,No
4,AUDI A3,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7.0,22.0,29.0,25.0,7,yes,AUDI A3,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,24.0,31.0,27.0,6,No
5,AUDI A3,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7.0,22.0,29.0,25.0,7,yes,AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,26.0,35.0,29.0,6,No
6,AUDI A3,3.2,6,Auto-S6,4WD,Gasoline,station wagon,6.0,18.0,25.0,21.0,6,no,AUDI A3,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,24.0,31.0,27.0,6,No
7,AUDI A3,3.2,6,Auto-S6,4WD,Gasoline,station wagon,6.0,18.0,25.0,21.0,6,no,AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,26.0,35.0,29.0,6,No
8,AUDI A4,2.0,4,Auto-AV,2WD,Gasoline,small car,7.0,21.0,30.0,24.0,7,yes,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5,24.0,34.0,27.0,6,No
9,AUDI A4,2.0,4,Auto-AV,2WD,Gasoline,small car,7.0,21.0,30.0,24.0,7,yes,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3,24.0,33.0,27.0,6,No
10,AUDI A4,3.1,6,Man-6,4WD,Gasoline,small car,6.0,15.0,25.0,19.0,5,no,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5,24.0,34.0,27.0,6,No
11,AUDI A4,3.1,6,Man-6,4WD,Gasoline,small car,6.0,15.0,25.0,19.0,5,no,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3,24.0,33.0,27.0,6,No
12,AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6,no,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5,24.0,34.0,27.0,6,No
13,AUDI A4,3.1,6,Auto-S6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6,no,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3,24.0,33.0,27.0,6,No
14,AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,small car,6.0,18.0,27.0,21.0,6,no,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5,24.0,34.0,27.0,6,No
15,AUDI A4,3.1,6,Auto-AV,2WD,Gasoline,small car,6.0,18.0,27.0,21.0,6,no,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3,24.0,33.0,27.0,6,No
16,AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,AUDI A6,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,5,25.0,34.0,28.0,6,No
17,AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,AUDI A6,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,22.0,31.0,26.0,5,No
18,AUDI A6,3.1,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,AUDI A6,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3,20.0,29.0,23.0,5,No
19,AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,midsize car,6.0,18.0,27.0,21.0,6,no,AUDI A6,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,5,25.0,34.0,28.0,6,No
20,AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,midsize car,6.0,18.0,27.0,21.0,6,no,AUDI A6,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,22.0,31.0,26.0,5,No
21,AUDI A6,3.1,6,Auto-AV,2WD,Gasoline,midsize car,6.0,18.0,27.0,21.0,6,no,AUDI A6,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3,20.0,29.0,23.0,5,No
22,AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6.0,16.0,23.0,18.0,5,no,AUDI A6,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,5,25.0,34.0,28.0,6,No
23,AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6.0,16.0,23.0,18.0,5,no,AUDI A6,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,22.0,31.0,26.0,5,No
24,AUDI A6,4.2,8,Auto-S6,4WD,Gasoline,midsize car,6.0,16.0,23.0,18.0,5,no,AUDI A6,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3,20.0,29.0,23.0,5,No
25,AUDI A8 L,4.2,8,Auto-S6,4WD,Gasoline,large car,6.0,16.0,23.0,18.0,5,no,AUDI A8 L,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3,19.0,29.0,22.0,4,No
26,AUDI A8 L,6.0,12,Auto-S6,4WD,Gasoline,large car,6.0,13.0,19.0,15.0,3,no,AUDI A8 L,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3,19.0,29.0,22.0,4,No
27,AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4,no,AUDI Q7,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,19.0,25.0,21.0,4,No
28,AUDI Q7,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4,no,AUDI Q7,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,19.0,25.0,21.0,4,No
29,AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,SUV,6.0,12.0,17.0,14.0,2,no,AUDI Q7,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,19.0,25.0,21.0,4,No
30,AUDI Q7,4.2,8,Auto-S6,4WD,Gasoline,SUV,6.0,12.0,17.0,14.0,2,no,AUDI Q7,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,19.0,25.0,21.0,4,No
31,AUDI S4,4.2,8,Man-6,4WD,Gasoline,small car,6.0,13.0,20.0,15.0,3,no,AUDI S4,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,21.0,30.0,24.0,5,No
32,AUDI S4,4.2,8,Auto-S6,4WD,Gasoline,small car,6.0,14.0,21.0,16.0,4,no,AUDI S4,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,21.0,30.0,24.0,5,No
33,AUDI S5,4.2,8,Man-6,4WD,Gasoline,small car,6.0,14.0,21.0,16.0,4,no,AUDI S5,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,21.0,30.0,24.0,5,No
34,AUDI TT Coupe,2.0,4,Auto-S6,2WD,Gasoline,small car,7.0,23.0,31.0,26.0,8,yes,AUDI TT Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,23.0,30.0,26.0,5,No
35,AUDI TT Coupe,3.2,6,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5,no,AUDI TT Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,23.0,30.0,26.0,5,No
36,AUDI TT Coupe,3.2,6,Auto-S6,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,AUDI TT Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,23.0,30.0,26.0,5,No
37,AUDI TT Roadster,2.0,4,Auto-S6,2WD,Gasoline,small car,7.0,22.0,29.0,25.0,7,yes,AUDI TT Roadster,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,23.0,30.0,26.0,5,No
38,AUDI TT Roadster,3.2,6,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5,no,AUDI TT Roadster,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,23.0,30.0,26.0,5,No
39,AUDI TT Roadster,3.2,6,Auto-S6,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,AUDI TT Roadster,2.0,4.0,AMS-6,4WD,Gasoline,small car,7,23.0,30.0,26.0,5,No
40,BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,large car,7.0,17.0,25.0,20.0,6,yes,BMW 750i,4.4,8.0,SemiAuto-8,2WD,Gasoline,large car,3,17.0,25.0,20.0,4,No
41,BMW 750i,4.8,8,Auto-S6,2WD,Gasoline,large car,7.0,17.0,25.0,20.0,6,yes,BMW 750i,4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
42,BMW Alpina B7,4.4,8,Auto-S6,2WD,Gasoline,large car,6.0,15.0,23.0,18.0,5,no,BMW Alpina B7,4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
43,BMW M6 Convertible,5.0,10,Man-6,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2,no,BMW M6 Convertible,4.4,8.0,AMS-7,2WD,Gasoline,small car,1,14.0,20.0,16.0,2,No
44,BMW M6 Convertible,5.0,10,Man-6,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2,no,BMW M6 Convertible,4.4,8.0,Man-6,2WD,Gasoline,small car,1,15.0,22.0,17.0,3,No
45,BMW M6 Convertible,5.0,10,Auto-S7,2WD,Gasoline,small car,6.0,12.0,19.0,14.0,2,no,BMW M6 Convertible,4.4,8.0,AMS-7,2WD,Gasoline,small car,1,14.0,20.0,16.0,2,No
46,BMW M6 Convertible,5.0,10,Auto-S7,2WD,Gasoline,small car,6.0,12.0,19.0,14.0,2,no,BMW M6 Convertible,4.4,8.0,Man-6,2WD,Gasoline,small car,1,15.0,22.0,17.0,3,No
47,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,30.0,25.0,5,No
48,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,21.0,29.0,24.0,5,No
49,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,16.0,24.0,19.0,3,No
50,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,20.0,30.0,24.0,5,No
51,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,27.0,22.0,4,No
52,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,30.0,25.0,5,No
53,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,21.0,29.0,24.0,5,No
54,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,16.0,24.0,19.0,3,No
55,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,20.0,30.0,24.0,5,No
56,CADILLAC CTS,3.6,6,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,27.0,22.0,4,No
57,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,30.0,25.0,5,No
58,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,21.0,29.0,24.0,5,No
59,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,16.0,24.0,19.0,3,No
60,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,20.0,30.0,24.0,5,No
61,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,27.0,22.0,4,No
62,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,30.0,25.0,5,No
63,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,21.0,29.0,24.0,5,No
64,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,16.0,24.0,19.0,3,No
65,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,20.0,30.0,24.0,5,No
66,CADILLAC CTS,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,27.0,22.0,4,No
67,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,30.0,25.0,5,No
68,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,21.0,29.0,24.0,5,No
69,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,16.0,24.0,19.0,3,No
70,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,20.0,30.0,24.0,5,No
71,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,27.0,22.0,4,No
72,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,30.0,25.0,5,No
73,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,21.0,29.0,24.0,5,No
74,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3,16.0,24.0,19.0,3,No
75,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,20.0,30.0,24.0,5,No
76,CADILLAC CTS,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5,19.0,27.0,22.0,4,No
77,CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3,14.0,23.0,17.0,3,No
78,CADILLAC Escalade,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3,14.0,21.0,17.0,3,No
79,CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3,14.0,23.0,17.0,3,No
80,CADILLAC Escalade,6.2,8,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2,no,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3,14.0,21.0,17.0,3,No
81,CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1,15.0,22.0,18.0,3,No
82,CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1,16.0,25.0,19.0,3,No
83,CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1,13.0,23.0,16.0,2,No
84,CHEVROLET Corvette,7.0,8,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1,15.0,25.0,18.0,3,No
85,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5,26.0,32.0,28.0,6,No
86,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5,24.0,30.0,26.0,5,No
87,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3,28.0,39.0,32.0,6,No
88,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3,28.0,38.0,32.0,6,No
89,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,22.0,29.0,25.0,5,No
90,CHEVROLET Equinox,3.4,6,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,22.0,28.0,24.0,5,No
91,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5,26.0,32.0,28.0,6,No
92,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5,24.0,30.0,26.0,5,No
93,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3,28.0,39.0,32.0,6,No
94,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3,28.0,38.0,32.0,6,No
95,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,22.0,29.0,25.0,5,No
96,CHEVROLET Equinox,3.4,6,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,22.0,28.0,24.0,5,No
97,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5,26.0,32.0,28.0,6,No
98,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5,24.0,30.0,26.0,5,No
99,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3,28.0,39.0,32.0,6,No
100,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3,28.0,38.0,32.0,6,No
101,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,22.0,29.0,25.0,5,No
102,CHEVROLET Equinox,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,22.0,28.0,24.0,5,No
103,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5,26.0,32.0,28.0,6,No
104,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5,24.0,30.0,26.0,5,No
105,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3,28.0,39.0,32.0,6,No
106,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3,28.0,38.0,32.0,6,No
107,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5,22.0,29.0,25.0,5,No
108,CHEVROLET Equinox,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5,22.0,28.0,24.0,5,No
109,CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3,22.0,30.0,25.0,5,No
110,CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7,19.0,28.0,22.0,4,No
111,CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14.0,20.0,16.0,4,No
112,CHEVROLET Impala,3.5,6,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18.0,28.0,22.0,4,No
113,CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3,22.0,30.0,25.0,5,No
114,CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7,19.0,28.0,22.0,4,No
115,CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14.0,20.0,16.0,4,No
116,CHEVROLET Impala,5.3,8,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18.0,28.0,22.0,4,No
117,CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6,27.0,36.0,30.0,7,Yes
118,CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7,27.0,36.0,30.0,7,Yes
