Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2018,FOMOCO,FMX,Lincoln,MKC,HUL00031,0,2.300,HFMXT02.32ED,Truck,275,4,HME1M20507,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.51,33.4,1,Not eqipped,HFMX10050011,MFR,Yes,HFMX10040383,16.2,4250,33.4,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,399.0000000,,,0.0083231,0.0100000,22.3000000,MPG,21.6000000,21.2000000,25.5000000,,1.5825800,0.8354380,-0.2956180,42.990,0.29450,0.024930,19.230,0.19120,0.022770,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKC,HUL00031,0,2.300,HFMXT02.32ED,Truck,275,4,HME1M20507,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.51,33.4,1,Not eqipped,HFMX10050012,MFR,Yes,HFMX10040384,16.2,4250,33.4,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,257.0000000,,,0.0037559,0.0100000,34.6000000,MPG,,,,,1.8676900,1.4991000,-0.6443570,42.990,0.29450,0.024930,19.230,0.19120,0.022770,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKC,HUL00039,0,2.000,HFMXT02.02HA,Truck,245,4,HME1L10507,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.51,32.9,1,Not eqipped,HFMX10040617,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0334631,0.4474340,250.4620000,0.0042887,,0.0072271,0.0024259,35.5000000,MPG,,,,,-2.7328700,-2.3924700,-0.2312130,44.220,0.26810,0.025120,20.630,0.10680,0.024050,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKC,HUL00039,0,2.000,HFMXT02.02HA,Truck,245,4,HME1L10507,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.51,32.9,1,Not eqipped,HFMX10040618,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0209077,0.5108430,365.6670000,0.0101928,,0.0068449,0.0006021,24.3000000,MPG,23.2759358,23.6707798,26.5177648,,0.6168180,0.1679410,-0.0888601,44.220,0.26810,0.025120,20.630,0.10680,0.024050,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10017748,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0250640,0.5776520,426.4880000,0.0262214,,0.0105255,0.0100000,20.8000000,MPG,20.3746000,19.9069000,23.0981000,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10017749,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0153109,0.3502580,275.3650000,0.0267567,,0.0073498,0.0100000,32.3000000,MPG,,,,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10017750,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0428509,1.1389400,426.4150000,0.0290868,,0.0163417,0.0100000,20.8000000,MPG,20.2226000,19.8384000,23.2294000,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10017751,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0159822,0.3528290,275.3150000,0.0319128,,0.0073346,0.0100000,32.3000000,MPG,,,,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10048171,MFR,Yes,DFMX10017748,16.1,5000,27.9,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,413.0000000,,,0.0105255,0.0100000,21.5000000,MPG,21.0000000,20.5000000,23.9000000,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10048172,MFR,Yes,DFMX10017750,16.1,5000,27.9,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,413.0000000,,,0.0163417,0.0100000,21.5000000,MPG,21.0000000,20.5000000,23.9000000,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10048173,MFR,Yes,DFMX10017751,16.1,5000,27.9,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,264.0000000,,,0.0073346,0.0100000,33.7000000,MPG,,,,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKT,DP43-3.7-J-319,0,3.700,DFMXV03.7VE8,Car,270,6,DP41T60505,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,5250,3.16,28.0,1,Not eqipped,DFMX10048174,MFR,Yes,DFMX10017749,16.1,5000,27.9,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,264.0000000,,,0.0073498,0.0100000,33.7000000,MPG,,,,,,,,32.630,0.68270,0.025930,2.970,0.39360,0.026270,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX AWD,GBL20040,0,2.700,GFMXT02.72GG,Truck,325,6,GD91PH0505,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.39,29.5,1,Not eqipped,GFMX10050328,MFR,Yes,GFMX10035618,18.1,4750,28.8,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,423.0000000,,,0.0142315,0.0100000,21.0000000,MPG,19.9000000,20.3000000,23.5000000,,-4.3544900,-2.9864500,-2.4159500,36.030,0.53700,0.024550,17.960,-0.08870,0.028560,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX AWD,GBL20040,0,2.700,GFMXT02.72GG,Truck,325,6,GD91PH0505,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.39,29.5,1,Not eqipped,GFMX10050329,MFR,Yes,GFMX10035619,18.1,4750,28.8,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,269.0000000,,,0.0162646,0.0100000,33.0000000,MPG,,,,,-6.6579600,-6.0421100,-1.0452700,36.030,0.53700,0.024550,17.960,-0.08870,0.028560,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX AWD,GBL20084,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z30A07,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.65,31.7,1,Not eqipped,GFMX10035505,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0296605,0.7469470,432.7530000,0.0051489,,0.0143816,0.0100000,20.4000000,MPG,20.1422010,19.3684485,22.9966819,,0.4400040,0.1340250,0.1290190,34.740,0.52840,0.024610,13.270,0.11490,0.026390,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX AWD,GBL20084,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z30A07,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.65,31.7,1,Not eqipped,GFMX10035613,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0040903,0.0604271,278.4780000,0.0101141,,0.0041083,0.0100000,31.9000000,MPG,,,,,0.6693250,0.4961340,0.1771920,34.740,0.52840,0.024610,13.270,0.11490,0.026390,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX AWD,GBL20084,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z30A07,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.65,31.7,1,Not eqipped,GFMX10050343,MFR,Yes,GFMX10035505,18.1,4750,31.1,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,444.0000000,,,0.0143816,0.0100000,20.0000000,MPG,19.7000000,19.0000000,22.5000000,,0.4400040,0.1340250,0.1290190,34.740,0.52840,0.024610,13.270,0.11490,0.026390,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX AWD,GBL20084,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z30A07,SA,Semi-Automatic,6,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.65,31.7,1,Not eqipped,GFMX10050344,MFR,Yes,GFMX10035613,18.1,4750,31.1,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,291.0000000,,,0.0041083,0.0100000,30.5000000,MPG,,,,,0.6693250,0.4961340,0.1771920,34.740,0.52840,0.024610,13.270,0.11490,0.026390,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX FWD,GBL20038,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z10A07,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.39,29.5,1,Not eqipped,GFMX10035797,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0051080,0.0587577,247.5320000,0.0200133,,0.0051829,0.0100000,35.8000000,MPG,,,,,0.3573550,0.1244040,0.0555957,29.100,0.38600,0.023880,11.350,-0.10400,0.027310,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX FWD,GBL20038,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z10A07,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.39,29.5,1,Not eqipped,GFMX10035798,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0412919,0.8867490,408.8370000,0.0055550,,0.0184805,0.0100000,21.6000000,MPG,21.8433167,20.2796532,24.6111966,,1.9191600,1.2344100,0.7779740,29.100,0.38600,0.023880,11.350,-0.10400,0.027310,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX FWD,GBL20038,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z10A07,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.39,29.5,1,Not eqipped,GFMX10050338,MFR,Yes,GFMX10035798,14.6,4500,29.6,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,413.0000000,,,0.0184805,0.0100000,21.5000000,MPG,21.7000000,20.2000000,24.5000000,,1.9191600,1.2344100,0.7779740,29.100,0.38600,0.023880,11.350,-0.10400,0.027310,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,MKX FWD,GBL20038,0,3.700,GFMXT03.72JR,Truck,303,6,GD91Z10A07,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.39,29.5,1,Not eqipped,GFMX10050339,MFR,Yes,GFMX10035797,14.6,4500,29.6,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,250.0000000,,,0.0051829,0.0100000,35.5000000,MPG,,,,,0.3573550,0.1244040,0.0555957,29.100,0.38600,0.023880,11.350,-0.10400,0.027310,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,Navigator,JEL00016,0,3.500,JFMXT03.54HF,Truck,450,6,JTB9URNA07,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.73,25.7,1,Not eqipped,JFMX10050430,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0257396,1.0148700,449.2490000,0.0172571,,0.0092322,0.0016715,19.6000000,MPG,17.9262653,19.6186891,20.9614485,,-0.2627440,-0.0784128,0.1537360,40.430,0.16140,0.035590,9.410,0.10350,0.033330,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,Navigator,JEL00016,0,3.500,JFMXT03.54HF,Truck,450,6,JTB9URNA07,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.73,25.7,1,Not eqipped,JFMX91003675,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0011844,0.0118201,308.7649536,0.0036029,,0.0003230,0,28.8000000,MPG,,,,,4.5632267,3.6069427,0.7054300,40.430,0.16140,0.035590,9.410,0.10350,0.033330,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,Navigator,JEL00031,0,3.500,JFMXT03.54HF,Truck,450,6,JTB9URNA07,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6000,3.73,25.7,1,Not eqipped,JFMX10050257,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0002982,0.0383873,277.7280000,0.0038199,,0.0005611,0,31.8000000,MPG,,,,,0.8485860,0.5118400,0.3996130,34.010,0.14690,0.033660,7.460,0.16521,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,Navigator,JEL00031,0,3.500,JFMXT03.54HF,Truck,450,6,JTB9URNA07,A,Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6000,3.73,25.7,1,Not eqipped,JFMX10050258,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0341967,0.9980910,430.3280000,0.0261138,,0.0105192,0.0011163,20.5000000,MPG,18.6181645,20.3940367,22.4311382,,0.4072940,0.3143920,0.2541510,34.010,0.14690,0.033660,7.460,0.16521,0.031160,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,Navigator,JEL00031,1,3.500,JFMXT03.54HF,Truck,450,6,JTB9URNB10,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.73,25.7,1,Not eqipped,JFMX10050809,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0313819,1.2052900,454.4580000,0.0135848,,0.0095731,0.0015088,19.4000000,MPG,17.2828705,19.4799088,20.9731854,,0.7552600,0.6102440,0.6283170,36.280,0.15690,0.033770,9.180,0.21060,0.030930,TWC,Three-way catalyst,N,,,N,No averaging
2018,FOMOCO,FMX,Lincoln,Navigator,JEL00031,1,3.500,JFMXT03.54HF,Truck,450,6,JTB9URNB10,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6500,3.73,25.7,1,Not eqipped,JFMX10050810,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0.0562011,288.3180000,0.0028296,,0.0004205,0,30.7000000,MPG,,,,,2.5381200,1.8720300,0.1962900,36.280,0.15690,0.033770,9.180,0.21060,0.030930,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,CASCADA,163460I204,0,1.600,JGMXV01.6001,Car,200,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.53,33.1,1,Not eqipped,JGMX10048030,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0214090,0.1693450,387.6000000,0.0176470,,0.0149040,0.0014180,22.9000000,MPG,22.1000000,21.7000000,26.4000000,,-1.3425500,-0.9049830,-1.3637800,44.150,0.07910,0.022650,15.290,-0.15910,0.021330,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,CASCADA,163460I204,0,1.600,JGMXV01.6001,Car,200,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.53,33.1,1,Not eqipped,JGMX10048031,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0048150,0.0141810,226.1000000,0.0098440,,0.0045640,,39.3000000,MPG,,,,,-0.6076600,-0.9833200,-0.7667950,44.150,0.07910,0.022650,15.290,-0.15910,0.021330,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,CASCADA,163460I204,1,1.600,JGMXV01.6001,Car,200,4,1A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.53,33.1,1,Not eqipped,JGMX10049142,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0269030,0.2699630,340.4950000,0.0120660,,0.0151980,0.0016570,26.1000000,MPG,24.5000000,25.1000000,29.5000000,,0.0590270,0.1869490,-1.5607300,44.150,0.07910,0.022170,13.980,-0.25420,0.021970,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,CASCADA,163460I204,1,1.600,JGMXV01.6001,Car,200,4,1A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,3.53,33.1,1,Not eqipped,JGMX10049143,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0052060,0.0232110,211.3320000,0.0013130,,0.0047810,,42.1000000,MPG,,,,,-0.5948260,-0.3545970,-0.8745460,44.150,0.07910,0.022170,13.980,-0.25420,0.021970,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE,14S41810,0,1.400,GGMXV01.4001,Car,148,4,2A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.53,33.6,1,Not eqipped,GGMX10049130,MFR,Yes,GGMX10039773,12.2,3500,33.6,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0343573,0.5541220,244.8000000,0.0038302,,0.0098402,,36.3000000,MPG,33.2000000,36.7000000,38.2000000,,-2.2243000,-1.6573800,-0.9549820,24.310,0.21500,0.022620,1.820,-0.00730,0.023190,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE,14S41810,0,1.400,GGMXV01.4001,Car,148,4,2A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.53,33.6,1,Not eqipped,GGMX10049131,MFR,Yes,GGMX10039774,12.2,3500,33.6,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0502254,0.5102000,184.0000000,0.0044920,,0.0131853,,48.3000000,MPG,,,,,-6.2386300,-5.8119300,-1.0481500,24.310,0.21500,0.022620,1.820,-0.00730,0.023190,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE,14S41810,0,1.400,GGMXV01.4001,Car,148,4,2A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,3.53,33.6,1,Not eqipped,GGMX10049132,MFR,Yes,GGMX10039775,12.2,3500,33.6,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0395537,0.5979930,251.0000000,0.0041756,,0.0145996,,35.4000000,MPG,32.7000000,35.8000000,37.1000000,,-2.7022900,-1.9519000,-0.9938260,24.310,0.21500,0.022620,1.820,-0.00730,0.023190,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,143SV855DA,0,1.400,GGMXV01.4001,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,GGMX10039063,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0103872,0.2415840,210.3000000,0.0015389,,0.0074378,,42.2000000,MPG,,,,,-0.5671200,-0.8676990,-0.5146180,27.300,0.35750,0.023620,1.770,0.12680,0.021970,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,143SV855DA,0,1.400,GGMXV01.4001,Car,148,4,1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,GGMX10039066,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0250015,0.3935640,340.0000000,0.0043756,,0.0088785,,26.1000000,MPG,26.1000000,24.6000000,29.3000000,,-1.3005000,-0.5911130,-1.0748500,27.300,0.35750,0.023620,1.770,0.12680,0.021970,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,14S41810,1,1.400,GGMXV01.4001,Car,148,4,1A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,GGMX10049043,MFR,Yes,GGMX10039776,13.7,3625,33.6,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0332268,0.6439300,261.4000000,0.0036654,,0.0118418,,34.0000000,MPG,31.6000000,34.4000000,35.4000000,,-3.0140400,-1.9107900,-1.3306500,27.300,0.35750,0.022910,6.200,0.01560,0.024130,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,14S41810,1,1.400,GGMXV01.4001,Car,148,4,1A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,GGMX10049044,MFR,Yes,GGMX10039777,13.7,3625,33.6,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0118171,0.2418370,200.6000000,0.0036168,,0.0071321,,44.3000000,MPG,,,,,-2.9827200,-2.1792900,-0.9545510,27.300,0.35750,0.022910,6.200,0.01560,0.024130,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,14S41810,1,1.400,GGMXV01.4001,Car,148,4,1A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,GGMX10049045,MFR,Yes,GGMX10039778,13.7,3625,33.6,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0341199,0.6004110,258.3000000,0.0044815,,0.0110249,,34.4000000,MPG,31.9000000,34.8000000,35.6000000,,-3.1269600,-2.0098200,-1.0988500,27.300,0.35750,0.022910,6.200,0.01560,0.024130,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,14S41810,1,1.400,GGMXV01.4001,Car,148,4,1A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,GGMX10049046,MFR,Yes,GGMX10039779,13.7,3625,33.6,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0108600,0.2191670,197.5000000,0.0042009,,0.0041560,,45.0000000,MPG,,,,,-4.5036300,-4.0934600,-0.9775430,27.300,0.35750,0.022910,6.200,0.01560,0.024130,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,14X5SV326A,0,1.400,DGMXV01.4099,Car,138,4,5A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,DGMX10049207,MFR,Yes,DGMX91001491,14.1,3625,33.6,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0400005,0.5703939,303.3000000,0.0088019,,0.0063214,,29.3000000,MPG,27.2000000,29.0000000,31.6000000,,,,,31.900,0.30130,0.023050,13.100,0.13830,0.022050,TWC,Three-way catalyst,N,,,N,No averaging
2018,GM,GMX,BUICK,ENCORE AWD,14X5SV326A,0,1.400,DGMXV01.4099,Car,138,4,5A,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,3.53,33.6,1,Not eqipped,DGMX10049208,MFR,Yes,DGMX91001489,14.1,3625,33.6,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0035753,0.0606904,215.7000000,0.0021293,,0.0011457,,41.2000000,MPG,,,,,,,,31.900,0.30130,0.023050,13.100,0.13830,0.022050,TWC,Three-way catalyst,N,,,N,No averaging
