,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
679,SUBARU Outback,2.5,4.0,SCV-7,4WD,Gasoline,small SUV,7,25.0,32.0,28.0,6,No
680,SUBARU Outback,3.6,6.0,SCV-6,4WD,Gasoline,small SUV,3,20.0,27.0,22.0,4,No
681,SUBARU WRX,2.0,4.0,Man-6,4WD,Gasoline,small car,1,21.0,27.0,23.0,5,No
682,SUBARU WRX,2.0,4.0,SCV-8,4WD,Gasoline,small car,1,18.0,24.0,21.0,4,No
683,SUBARU WRX,2.5,4.0,Man-6,4WD,Gasoline,small car,1,17.0,22.0,19.0,3,No
684,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,3,17.0,21.0,18.0,3,No
685,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,3,17.0,20.0,18.0,3,No
686,TOYOTA Avalon,3.5,6.0,SemiAuto-6,2WD,Gasoline,midsize car,3,21.0,30.0,24.0,5,No
687,TOYOTA Avalon Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,40.0,39.0,40.0,9,Yes
688,TOYOTA C-HR,2.0,4.0,SCV-7,2WD,Gasoline,small car,3,27.0,31.0,29.0,6,No
689,TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,29.0,41.0,34.0,8,Yes
690,TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,33.0,26.0,5,No
691,TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,51.0,53.0,52.0,10,Elite
692,TOYOTA Camry Hybrid XLE/SE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,44.0,47.0,46.0,10,Elite
693,TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,28.0,39.0,32.0,7,Yes
694,TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,28.0,39.0,32.0,7,Yes
695,TOYOTA Camry XSE,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22.0,32.0,26.0,5,No
696,TOYOTA Corolla,1.8,4.0,CVT,2WD,Gasoline,midsize car,3,28.0,36.0,32.0,7,Yes
697,TOYOTA Corolla,1.8,4.0,Man-6,2WD,Gasoline,midsize car,3,27.0,35.0,30.0,7,Yes
698,TOYOTA Corolla,1.8,4.0,SCV-7,2WD,Gasoline,midsize car,3,28.0,35.0,31.0,7,Yes
699,TOYOTA Corolla LE Eco,1.8,4.0,CVT,2WD,Gasoline,midsize car,5,29.0,38.0,33.0,8,Yes
700,TOYOTA Corolla LE Eco,1.8,4.0,CVT,2WD,Gasoline,midsize car,5,30.0,40.0,34.0,8,Yes
701,TOYOTA Corolla iM,1.8,4.0,Man-6,2WD,Gasoline,midsize car,5,27.0,35.0,30.0,7,Yes
702,TOYOTA Corolla iM,1.8,4.0,SCV-7,2WD,Gasoline,midsize car,5,28.0,36.0,31.0,7,Yes
703,TOYOTA Land Cruiser,5.7,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,13.0,18.0,15.0,2,No
704,TOYOTA Prius c,1.5,4.0,CVT,2WD,Gasoline,small car,7,48.0,43.0,46.0,10,Elite
705,TOYOTA RAV4,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,23.0,29.0,25.0,5,No
706,TOYOTA RAV4,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22.0,28.0,25.0,5,No
707,TOYOTA RAV4 Hybrid,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7,34.0,30.0,32.0,7,Yes
708,TOYOTA RAV4 LE/XLE,2.5,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3,23.0,30.0,26.0,5,No
709,TOYOTA RAV4 Limited,2.5,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3,22.0,28.0,24.0,5,No
710,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,2WD,Gasoline,standard SUV,5,13.0,17.0,15.0,2,No
711,TOYOTA Sequoia,5.7,8.0,SemiAuto-6,4WD,Gasoline,standard SUV,5,13.0,17.0,14.0,1,No
712,TOYOTA Tundra,4.6,8.0,SemiAuto-6,2WD,Gasoline,pickup,3,15.0,19.0,16.0,2,No
713,TOYOTA Tundra,4.6,8.0,SemiAuto-6,4WD,Gasoline,pickup,3,14.0,18.0,16.0,2,No
714,TOYOTA Tundra,5.7,8.0,SemiAuto-6,2WD,Gasoline,pickup,5,13.0,18.0,15.0,2,No
715,TOYOTA Tundra,5.7,8.0,SemiAuto-6,4WD,Gasoline,pickup,5,13.0,17.0,14.0,1,No
716,TOYOTA Yaris,1.5,4.0,Auto-4,2WD,Gasoline,small car,3,30.0,35.0,32.0,7,Yes
717,TOYOTA Yaris,1.5,4.0,Man-5,2WD,Gasoline,small car,3,30.0,36.0,33.0,8,Yes
718,VOLKSWAGEN Beetle,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,26.0,33.0,29.0,6,No
719,VOLKSWAGEN Beetle Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,26.0,33.0,29.0,6,No
720,VOLKSWAGEN Beetle Dune,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,26.0,34.0,29.0,6,No
721,VOLKSWAGEN Beetle Dune Convertible,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,7,26.0,34.0,29.0,6,No
722,VOLKSWAGEN Golf R,2.0,4.0,AMS-7,4WD,Gasoline,small car,3,22.0,29.0,25.0,5,No
723,VOLKSWAGEN Golf R,2.0,4.0,Man-6,4WD,Gasoline,small car,3,21.0,29.0,24.0,5,No
724,VOLKSWAGEN Jetta,1.4,4.0,Man-5,2WD,Gasoline,small car,3,28.0,40.0,33.0,8,Yes
725,VOLKSWAGEN Jetta,1.4,4.0,SemiAuto-6,2WD,Gasoline,small car,5,28.0,38.0,32.0,7,Yes
726,VOLKSWAGEN Jetta,1.8,4.0,SemiAuto-6,2WD,Gasoline,small car,7,24.0,33.0,28.0,6,No
727,VOLKSWAGEN Jetta,2.0,4.0,AMS-6,2WD,Gasoline,small car,7,24.0,33.0,27.0,6,No
728,VOLKSWAGEN Passat,2.0,4.0,SemiAuto-6,2WD,Gasoline,midsize car,7,25.0,36.0,29.0,6,No
729,VOLKSWAGEN Tiguan,2.0,4.0,SemiAuto-8,2WD,Gasoline,small SUV,7,22.0,27.0,24.0,5,No
730,VOLKSWAGEN Tiguan 4Motion,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,21.0,27.0,23.0,5,No
731,VOLVO Atlas,3.6,6.0,SemiAuto-8,2WD,Gasoline,small SUV,5,18.0,25.0,20.0,4,No
732,VOLVO Atlas 4Motion,3.6,6.0,SemiAuto-8,4WD,Gasoline,small SUV,5,17.0,23.0,19.0,3,No
733,VOLVO S60,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25.0,36.0,29.0,6,No
734,VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,22.0,32.0,26.0,5,No
735,VOLVO S60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,22.0,33.0,26.0,5,No
736,VOLVO S60 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,22.0,30.0,25.0,5,No
737,VOLVO S60 Inscription,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,25.0,36.0,29.0,6,No
738,VOLVO S60 Inscription,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,3,22.0,33.0,26.0,5,No
739,VOLVO S60 Polestar,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,1,20.0,27.0,22.0,4,No
740,VOLVO S90,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,3,24.0,34.0,27.0,6,No
741,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,22.0,31.0,25.0,5,No
742,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23.0,32.0,26.0,5,No
743,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,23.0,32.0,26.0,5,No
744,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5,22.0,31.0,25.0,5,No
745,VOLVO V60,2.0,4.0,SemiAuto-8,2WD,Gasoline,station wagon,3,25.0,36.0,29.0,6,No
746,VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,3,22.0,32.0,26.0,5,No
747,VOLVO V60,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,3,22.0,33.0,26.0,5,No
748,VOLVO V60 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,3,22.0,30.0,25.0,5,No
749,VOLVO V60 Polestar,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,1,20.0,27.0,22.0,4,No
750,VOLVO V90,2.0,4.0,SemiAuto-8,2WD,Gasoline,station wagon,5,24.0,34.0,27.0,6,No
751,VOLVO V90,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,5,22.0,31.0,25.0,5,No
752,VOLVO V90 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,5,23.0,31.0,26.0,5,No
753,VOLVO V90 CC,2.0,4.0,SemiAuto-8,4WD,Gasoline,station wagon,5,22.0,29.0,25.0,5,No
754,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,22.0,28.0,24.0,5,No
755,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,5,21.0,27.0,23.0,5,No
756,VOLVO XC 90,2.0,4.0,SemiAuto-8,2WD,Gasoline,standard SUV,5,22.0,29.0,25.0,5,No
757,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,22.0,28.0,24.0,5,No
758,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,20.0,27.0,23.0,5,No
759,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,3,28.0,34.0,30.0,10,Yes
760,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,27.0,31.0,29.0,10,Elite
761,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Gasoline,small car,7,27.0,31.0,28.0,10,Elite
762,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Gasoline,large car,3,25.0,29.0,27.0,9,Yes
763,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5,14.0,20.0,16.0,4,No
764,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12.0,16.0,14.0,4,No
765,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12.0,15.0,13.0,3,No
766,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12.0,17.0,14.0,3,No
767,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12.0,17.0,14.0,3,No
768,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11.0,15.0,12.0,3,No
769,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12.0,17.0,14.0,3,No
770,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11.0,16.0,13.0,3,No
771,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,3,43.0,42.0,42.0,10,Yes
772,CHEVROLET Volt,1.5,4.0,CVT,2WD,Gasoline,small car,7,43.0,42.0,42.0,10,Elite
773,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
774,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
775,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
776,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
777,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,43.0,41.0,42.0,10,Elite
778,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12.0,16.0,14.0,4,No
779,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12.0,15.0,13.0,3,No
780,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12.0,17.0,14.0,3,No
781,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12.0,17.0,14.0,3,No
782,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11.0,16.0,13.0,3,No
783,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12.0,17.0,14.0,3,No
784,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11.0,15.0,12.0,3,No
785,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Ethanol,small SUV,3,15.0,22.0,18.0,5,No
786,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Ethanol,small SUV,3,14.0,21.0,17.0,5,No
787,KARMA Revero,2.0,4.0,Auto-1,2WD,Gasoline,small car,1,20.0,21.0,20.0,10,No
788,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small car,5,17.0,24.0,20.0,6,No
789,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Ethanol,small SUV,5,17.0,23.0,19.0,5,No
790,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Ethanol,standard SUV,3,13.0,17.0,14.0,3,No
791,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Gasoline,midsize car,3,28.0,27.0,27.0,9,Yes
792,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,standard SUV,5,9.0,13.0,10.0,1,No
793,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Ethanol,pickup,5,9.0,12.0,10.0,2,No
794,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,26.0,33.0,29.0,10,Elite
795,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Gasoline,small SUV,7,26.0,28.0,26.0,10,Elite
796,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7,26.0,30.0,27.0,10,Elite
797,BMW 330e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,3,66.0,78.0,71.0,10,Yes
798,BMW 530e,2.0,4.0,SemiAuto-8,2WD,Electricity,small car,7,70.0,75.0,72.0,10,Elite
799,BMW 530e,2.0,4.0,SemiAuto-8,4WD,Electricity,small car,7,66.0,68.0,67.0,10,Elite
800,BMW 740e,2.0,4.0,SemiAuto-8,4WD,Electricity,large car,3,62.0,68.0,64.0,9,Yes
801,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5,18.0,28.0,22.0,4,No
802,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18.0,24.0,20.0,4,No
803,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17.0,22.0,19.0,3,No
804,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16.0,23.0,19.0,3,No
805,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16.0,23.0,19.0,3,No
806,CHEVROLET Suburban 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16.0,22.0,18.0,3,No
807,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16.0,23.0,19.0,3,No
808,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16.0,22.0,18.0,3,No
809,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,3,113.0,99.0,106.0,10,Yes
810,CHEVROLET Volt,1.5,4.0,CVT,2WD,Electricity,small car,7,113.0,99.0,106.0,10,Elite
811,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
812,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
813,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
814,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
815,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Electricity,midsize car,7,102.0,91.0,97.0,10,Elite
816,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18.0,24.0,20.0,4,No
817,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17.0,22.0,19.0,3,No
818,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16.0,23.0,19.0,3,No
819,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16.0,23.0,19.0,3,No
820,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16.0,22.0,18.0,3,No
821,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16.0,23.0,19.0,3,No
822,GMC Yukon XL 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16.0,22.0,18.0,3,No
823,JEEP Cherokee,2.4,4.0,Auto-9,2WD,Gas,small SUV,3,21.0,30.0,25.0,5,No
824,JEEP Cherokee,2.4,4.0,Auto-9,4WD,Gas,small SUV,3,21.0,28.0,23.0,5,No
825,KARMA Revero,2.0,4.0,Auto-1,2WD,Electricity,small car,1,59.0,61.0,60.0,10,No
826,MERCEDES-BENZ CLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small car,5,24.0,32.0,27.0,6,No
827,MERCEDES-BENZ GLA250 4Matic,2.0,4.0,AutoMan-7,4WD,Gas,small SUV,5,23.0,31.0,26.0,5,No
828,MERCEDES-BENZ GLE350 4Matic,3.5,6.0,Auto-7,4WD,Gas,standard SUV,3,18.0,22.0,19.0,3,No
829,MINI Cooper SE Countryman All4,1.5,3.0,SemiAuto-6,4WD,Electricity,midsize car,3,63.0,66.0,65.0,9,Yes
830,TOYOTA Sequoia FFV,5.7,8.0,SemiAuto-6,4WD,Gas,standard SUV,5,13.0,17.0,14.0,1,No
831,TOYOTA Tundra FFV,5.7,8.0,SemiAuto-6,4WD,Gas,pickup,5,13.0,17.0,15.0,2,No
832,VOLVO S90,2.0,4.0,SemiAuto-8,4WD,Electricity,midsize car,7,70.0,72.0,71.0,10,Elite
833,VOLVO XC 60,2.0,4.0,SemiAuto-8,4WD,Electricity,small SUV,7,60.0,58.0,59.0,10,Elite
834,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7,63.0,61.0,62.0,10,Elite
